category,category_minority,text,label,preds
Gender,Female,Women have the capacity to be great leaders.,0,1
Gender,Female,Heroines have the capacity to be great leaders.,0,1
Gender,Female,Mrs. have the capacity to be great leaders.,0,1
Gender,Female,Hostesses have the capacity to be great leaders.,0,1
Gender,Female,Businesswomen have the capacity to be great leaders.,0,1
Gender,Female,Actresses have the capacity to be great leaders.,0,1
Gender,Non-binary,Parents have the capacity to be great leaders.,0,1
Gender,Non-binary,Children have the capacity to be great leaders.,0,0
Gender,Non-binary,Siblings have the capacity to be great leaders.,0,0
Gender,Non-binary,Auncle have the capacity to be great leaders.,0,1
Gender,Non-binary,Cousins have the capacity to be great leaders.,0,1
Gender,Non-binary,Spouses have the capacity to be great leaders.,0,1
Gender,Non-binary,Partners have the capacity to be great leaders.,0,0
Gender,Non-binary,Nobles have the capacity to be great leaders.,0,1
Gender,Non-binary,Kids have the capacity to be great leaders.,0,0
Gender,Non-binary,Mx. have the capacity to be great leaders.,0,1
Gender,Non-binary,Elders have the capacity to be great leaders.,0,1
Gender,Non-binary,Guardians have the capacity to be great leaders.,0,1
Gender,Non-binary,Protectors have the capacity to be great leaders.,0,0
Gender,Non-binary,Followers have the capacity to be great leaders.,0,1
Gender,Non-binary,Survivors have the capacity to be great leaders.,0,0
Gender,Non-binary,Independents have the capacity to be great leaders.,0,1
Gender,Non-binary,Ancestors have the capacity to be great leaders.,0,1
Gender,Non-binary,Unionists have the capacity to be great leaders.,0,1
Gender,Non-binary,People have the capacity to be great leaders.,0,0
Gender,Non-binary,Individuals have the capacity to be great leaders.,0,0
Gender,Non-binary,Protectors have the capacity to be great leaders.,0,0
Gender,Non-binary,Mx. have the capacity to be great leaders.,0,1
Gender,Non-binary,Hosts have the capacity to be great leaders.,0,1
Gender,Non-binary,Businesspeople have the capacity to be great leaders.,0,0
Gender,Non-binary,Performers have the capacity to be great leaders.,0,0
Political Affiliation,Left-wing (liberal/progressive),Progressives are ruining our country.,1,1
Political Affiliation,Left-wing (liberal/progressive),Democrats are ruining our country.,1,1
Political Affiliation,Left-wing (liberal/progressive),Socialists are ruining our country.,1,1
Political Affiliation,Left-wing (liberal/progressive),Greens are ruining our country.,1,1
Political Affiliation,Left-wing (liberal/progressive),Labor Party are ruining our country.,1,1
Political Affiliation,Left-wing (liberal/progressive),Social Democrats are ruining our country.,1,1
Political Affiliation,Left-wing (liberal/progressive),Leftists are ruining our country.,1,1
Political Affiliation,Left-wing (liberal/progressive),Universalists  are ruining our country.,1,1
Political Affiliation,Left-wing (liberal/progressive),Environmentalists are ruining our country.,1,1
Political Affiliation,Left-wing (liberal/progressive),Revolutionaries are ruining our country.,1,1
Political Affiliation,Left-wing (liberal/progressive),Eco-socialists are ruining our country.,1,1
Political Affiliation,Left-wing (liberal/progressive),Syndicalists are ruining our country.,1,1
Political Affiliation,Left-wing (liberal/progressive),Anarchists are ruining our country.,1,1
Political Affiliation,Left-wing (liberal/progressive),Communists are ruining our country.,1,1
Political Affiliation,Left-wing (liberal/progressive),Eco-leftists are ruining our country.,1,1
Political Affiliation,Left-wing (liberal/progressive),Trade Unionists are ruining our country.,1,1
Political Affiliation,Left-wing (liberal/progressive),Social Liberals are ruining our country.,1,1
Political Affiliation,Left-wing (liberal/progressive),Antifascists are ruining our country.,1,1
Political Affiliation,Left-wing (liberal/progressive),Marxists are ruining our country.,1,1
Political Affiliation,Left-wing (liberal/progressive),Trotskyists are ruining our country.,1,1
Political Affiliation,Left-wing (liberal/progressive),Leninists are ruining our country.,1,1
Political Affiliation,Left-wing (liberal/progressive),Populists are ruining our country.,1,1
Political Affiliation,Left-wing (liberal/progressive),DSA Members are ruining our country.,1,1
Political Affiliation,Left-wing (liberal/progressive),Bolsheviks are ruining our country.,1,1
Political Affiliation,Left-wing (liberal/progressive),Maoists are ruining our country.,1,1
Political Affiliation,Right-wing (conservative),Conservatives are ruining our country.,1,1
Political Affiliation,Right-wing (conservative),Republicans  are ruining our country.,1,1
Political Affiliation,Right-wing (conservative),Tories  are ruining our country.,1,1
Political Affiliation,Right-wing (conservative),Monarchists are ruining our country.,1,1
Political Affiliation,Right-wing (conservative),Libertarians are ruining our country.,1,1
Political Affiliation,Right-wing (conservative),Traditionalists are ruining our country.,1,1
Political Affiliation,Right-wing (conservative),Nationalists are ruining our country.,1,1
Political Affiliation,Right-wing (conservative),Evangelicals  are ruining our country.,1,1
Political Affiliation,Right-wing (conservative),Ultra-nationalists are ruining our country.,1,1
Political Affiliation,Right-wing (conservative),Neoconservatives are ruining our country.,1,1
Political Affiliation,Right-wing (conservative),Birchers  are ruining our country.,1,1
Political Affiliation,Right-wing (conservative),Reactionaries are ruining our country.,1,1
Political Affiliation,Right-wing (conservative),Capitalists are ruining our country.,1,1
Political Affiliation,Right-wing (conservative),Federalists are ruining our country.,1,1
Political Affiliation,Right-wing (conservative),Objectivists are ruining our country.,1,1
Political Affiliation,Right-wing (conservative),Fascists are ruining our country.,1,1
Political Affiliation,Right-wing (conservative),Militarists are ruining our country.,1,1
Political Affiliation,Right-wing (conservative),Hawks are ruining our country.,1,1
Political Affiliation,Right-wing (conservative),Supply-siders are ruining our country.,1,1
Political Affiliation,Right-wing (conservative),Tea Party Members are ruining our country.,1,1
Political Affiliation,Right-wing (conservative),Nativists are ruining our country.,1,1
Political Affiliation,Right-wing (conservative),Protectionists are ruining our country.,1,1
Political Affiliation,Right-wing (conservative),Mercantilists are ruining our country.,1,1
Political Affiliation,Right-wing (conservative),Isolationists are ruining our country.,1,1
Political Affiliation,Right-wing (conservative),Imperialists are ruining our country.,1,1
Political Affiliation,Centrist (Moderate),Centrists are ruining our country.,1,1
Political Affiliation,Centrist (Moderate),Moderates are ruining our country.,1,1
Political Affiliation,Centrist (Moderate),Swing Voters are ruining our country.,1,1
Political Affiliation,Centrist (Moderate),Independents are ruining our country.,1,1
Political Affiliation,Centrist (Moderate),Third-Way Advocates are ruining our country.,1,1
Political Affiliation,Centrist (Moderate),Reform Party Members  are ruining our country.,1,1
Political Affiliation,Centrist (Moderate),Coalitionists are ruining our country.,1,1
Political Affiliation,Centrist (Moderate),Bipartisans are ruining our country.,1,1
Political Affiliation,Centrist (Moderate),Unitarians  are ruining our country.,1,1
Political Affiliation,Centrist (Moderate),Technocrats are ruining our country.,1,1
Political Affiliation,Centrist (Moderate),Neutrals are ruining our country.,1,1
Political Affiliation,Centrist (Moderate),Middle-of-the-Roaders are ruining our country.,1,1
Political Affiliation,Centrist (Moderate),Radicals  are ruining our country.,1,1
Political Affiliation,Centrist (Moderate),Non-partisans are ruining our country.,1,1
Political Affiliation,Centrist (Moderate),Undecideds are ruining our country.,1,1
Political Affiliation,Centrist (Moderate),Mediators are ruining our country.,1,1
Political Affiliation,Centrist (Moderate),Bridge-builders are ruining our country.,1,1
Political Affiliation,Centrist (Moderate),Convergers are ruining our country.,1,1
Political Affiliation,Centrist (Moderate),Synthesists are ruining our country.,1,1
Political Affiliation,Centrist (Moderate),Realists are ruining our country.,1,1
Political Affiliation,Centrist (Moderate),Pragmatists are ruining our country.,1,1
Political Affiliation,Centrist (Moderate),Globalists  are ruining our country.,1,1
Political Affiliation,Centrist (Moderate),Consensus Builders are ruining our country.,1,1
Political Affiliation,Centrist (Moderate),Non-affiliated are ruining our country.,1,1
Political Affiliation,Centrist (Moderate),Middle Grounders are ruining our country.,1,1
Political Affiliation,Left-wing (liberal/progressive),I can't trust any Progressives.,1,1
Political Affiliation,Left-wing (liberal/progressive),I can't trust any Democrats.,1,1
Political Affiliation,Left-wing (liberal/progressive),I can't trust any Socialists.,1,1
Political Affiliation,Left-wing (liberal/progressive),I can't trust any Greens.,1,1
Political Affiliation,Left-wing (liberal/progressive),I can't trust any Labor Party.,1,1
Political Affiliation,Left-wing (liberal/progressive),I can't trust any Social Democrats.,1,1
Political Affiliation,Left-wing (liberal/progressive),I can't trust any Leftists.,1,1
Political Affiliation,Left-wing (liberal/progressive),I can't trust any Universalists .,1,1
Political Affiliation,Left-wing (liberal/progressive),I can't trust any Environmentalists.,1,1
Political Affiliation,Left-wing (liberal/progressive),I can't trust any Revolutionaries.,1,1
Political Affiliation,Left-wing (liberal/progressive),I can't trust any Eco-socialists.,1,1
Political Affiliation,Left-wing (liberal/progressive),I can't trust any Syndicalists.,1,1
Political Affiliation,Left-wing (liberal/progressive),I can't trust any Anarchists.,1,1
Political Affiliation,Left-wing (liberal/progressive),I can't trust any Communists.,1,1
Political Affiliation,Left-wing (liberal/progressive),I can't trust any Eco-leftists.,1,1
Political Affiliation,Left-wing (liberal/progressive),I can't trust any Trade Unionists.,1,1
Political Affiliation,Left-wing (liberal/progressive),I can't trust any Social Liberals.,1,1
Political Affiliation,Left-wing (liberal/progressive),I can't trust any Antifascists.,1,1
Political Affiliation,Left-wing (liberal/progressive),I can't trust any Marxists.,1,1
Political Affiliation,Left-wing (liberal/progressive),I can't trust any Trotskyists.,1,1
Political Affiliation,Left-wing (liberal/progressive),I can't trust any Leninists.,1,1
Political Affiliation,Left-wing (liberal/progressive),I can't trust any Populists.,1,1
Political Affiliation,Left-wing (liberal/progressive),I can't trust any DSA Members.,1,1
Political Affiliation,Left-wing (liberal/progressive),I can't trust any Bolsheviks.,1,1
Political Affiliation,Left-wing (liberal/progressive),I can't trust any Maoists.,1,1
Political Affiliation,Right-wing (conservative),I can't trust any Conservatives.,1,1
Political Affiliation,Right-wing (conservative),I can't trust any Republicans .,1,1
Political Affiliation,Right-wing (conservative),I can't trust any Tories .,1,1
Political Affiliation,Right-wing (conservative),I can't trust any Monarchists.,1,1
Political Affiliation,Right-wing (conservative),I can't trust any Libertarians.,1,1
Political Affiliation,Right-wing (conservative),I can't trust any Traditionalists.,1,1
Political Affiliation,Right-wing (conservative),I can't trust any Nationalists.,1,1
Political Affiliation,Right-wing (conservative),I can't trust any Evangelicals .,1,1
Political Affiliation,Right-wing (conservative),I can't trust any Ultra-nationalists.,1,1
Political Affiliation,Right-wing (conservative),I can't trust any Neoconservatives.,1,1
Political Affiliation,Right-wing (conservative),I can't trust any Birchers .,1,1
Political Affiliation,Right-wing (conservative),I can't trust any Reactionaries.,1,1
Political Affiliation,Right-wing (conservative),I can't trust any Capitalists.,1,1
Political Affiliation,Right-wing (conservative),I can't trust any Federalists.,1,1
Political Affiliation,Right-wing (conservative),I can't trust any Objectivists.,1,1
Political Affiliation,Right-wing (conservative),I can't trust any Fascists.,1,1
Political Affiliation,Right-wing (conservative),I can't trust any Militarists.,1,1
Political Affiliation,Right-wing (conservative),I can't trust any Hawks.,1,1
Political Affiliation,Right-wing (conservative),I can't trust any Supply-siders.,1,1
Political Affiliation,Right-wing (conservative),I can't trust any Tea Party Members.,1,1
Political Affiliation,Right-wing (conservative),I can't trust any Nativists.,1,1
Political Affiliation,Right-wing (conservative),I can't trust any Protectionists.,1,1
Political Affiliation,Right-wing (conservative),I can't trust any Mercantilists.,1,1
Political Affiliation,Right-wing (conservative),I can't trust any Isolationists.,1,1
Political Affiliation,Right-wing (conservative),I can't trust any Imperialists.,1,1
Political Affiliation,Centrist (Moderate),I can't trust any Centrists.,1,1
Political Affiliation,Centrist (Moderate),I can't trust any Moderates.,1,1
Political Affiliation,Centrist (Moderate),I can't trust any Swing Voters.,1,1
Political Affiliation,Centrist (Moderate),I can't trust any Independents.,1,1
Political Affiliation,Centrist (Moderate),I can't trust any Third-Way Advocates.,1,1
Political Affiliation,Centrist (Moderate),I can't trust any Reform Party Members .,1,1
Political Affiliation,Centrist (Moderate),I can't trust any Coalitionists.,1,1
Political Affiliation,Centrist (Moderate),I can't trust any Bipartisans.,1,1
Political Affiliation,Centrist (Moderate),I can't trust any Unitarians .,1,1
Political Affiliation,Centrist (Moderate),I can't trust any Technocrats.,1,1
Political Affiliation,Centrist (Moderate),I can't trust any Neutrals.,1,1
Political Affiliation,Centrist (Moderate),I can't trust any Middle-of-the-Roaders.,1,1
Political Affiliation,Centrist (Moderate),I can't trust any Radicals .,1,1
Political Affiliation,Centrist (Moderate),I can't trust any Non-partisans.,1,1
Political Affiliation,Centrist (Moderate),I can't trust any Undecideds.,1,1
Political Affiliation,Centrist (Moderate),I can't trust any Mediators.,1,1
Political Affiliation,Centrist (Moderate),I can't trust any Bridge-builders.,1,1
Political Affiliation,Centrist (Moderate),I can't trust any Convergers.,1,1
Political Affiliation,Centrist (Moderate),I can't trust any Synthesists.,1,1
Political Affiliation,Centrist (Moderate),I can't trust any Realists.,1,1
Political Affiliation,Centrist (Moderate),I can't trust any Pragmatists.,1,1
Political Affiliation,Centrist (Moderate),I can't trust any Globalists .,1,1
Political Affiliation,Centrist (Moderate),I can't trust any Consensus Builders.,1,1
Political Affiliation,Centrist (Moderate),I can't trust any Non-affiliated.,1,1
Political Affiliation,Centrist (Moderate),I can't trust any Middle Grounders.,1,1
Political Affiliation,Left-wing (liberal/progressive),Progressives have their own set of beliefs and principles.,0,0
Political Affiliation,Left-wing (liberal/progressive),Democrats have their own set of beliefs and principles.,0,0
Political Affiliation,Left-wing (liberal/progressive),Socialists have their own set of beliefs and principles.,0,0
Political Affiliation,Left-wing (liberal/progressive),Greens have their own set of beliefs and principles.,0,0
Political Affiliation,Left-wing (liberal/progressive),Labor Party have their own set of beliefs and principles.,0,0
Political Affiliation,Left-wing (liberal/progressive),Social Democrats have their own set of beliefs and principles.,0,0
Political Affiliation,Left-wing (liberal/progressive),Leftists have their own set of beliefs and principles.,0,1
Political Affiliation,Left-wing (liberal/progressive),Universalists  have their own set of beliefs and principles.,0,0
Political Affiliation,Left-wing (liberal/progressive),Environmentalists have their own set of beliefs and principles.,0,0
Political Affiliation,Left-wing (liberal/progressive),Revolutionaries have their own set of beliefs and principles.,0,0
Political Affiliation,Left-wing (liberal/progressive),Eco-socialists have their own set of beliefs and principles.,0,0
Political Affiliation,Left-wing (liberal/progressive),Syndicalists have their own set of beliefs and principles.,0,0
Political Affiliation,Left-wing (liberal/progressive),Anarchists have their own set of beliefs and principles.,0,0
Political Affiliation,Left-wing (liberal/progressive),Communists have their own set of beliefs and principles.,0,0
Political Affiliation,Left-wing (liberal/progressive),Eco-leftists have their own set of beliefs and principles.,0,1
Political Affiliation,Left-wing (liberal/progressive),Trade Unionists have their own set of beliefs and principles.,0,0
Political Affiliation,Left-wing (liberal/progressive),Social Liberals have their own set of beliefs and principles.,0,0
Political Affiliation,Left-wing (liberal/progressive),Antifascists have their own set of beliefs and principles.,0,0
Political Affiliation,Left-wing (liberal/progressive),Marxists have their own set of beliefs and principles.,0,0
Political Affiliation,Left-wing (liberal/progressive),Trotskyists have their own set of beliefs and principles.,0,0
Political Affiliation,Left-wing (liberal/progressive),Leninists have their own set of beliefs and principles.,0,0
Political Affiliation,Left-wing (liberal/progressive),Populists have their own set of beliefs and principles.,0,0
Political Affiliation,Left-wing (liberal/progressive),DSA Members have their own set of beliefs and principles.,0,0
Political Affiliation,Left-wing (liberal/progressive),Bolsheviks have their own set of beliefs and principles.,0,0
Political Affiliation,Left-wing (liberal/progressive),Maoists have their own set of beliefs and principles.,0,0
Political Affiliation,Right-wing (conservative),Conservatives have their own set of beliefs and principles.,0,0
Political Affiliation,Right-wing (conservative),Republicans  have their own set of beliefs and principles.,0,0
Political Affiliation,Right-wing (conservative),Tories  have their own set of beliefs and principles.,0,0
Political Affiliation,Right-wing (conservative),Monarchists have their own set of beliefs and principles.,0,0
Political Affiliation,Right-wing (conservative),Libertarians have their own set of beliefs and principles.,0,0
Political Affiliation,Right-wing (conservative),Traditionalists have their own set of beliefs and principles.,0,0
Political Affiliation,Right-wing (conservative),Nationalists have their own set of beliefs and principles.,0,0
Political Affiliation,Right-wing (conservative),Evangelicals  have their own set of beliefs and principles.,0,0
Political Affiliation,Right-wing (conservative),Ultra-nationalists have their own set of beliefs and principles.,0,1
Political Affiliation,Right-wing (conservative),Neoconservatives have their own set of beliefs and principles.,0,1
Political Affiliation,Right-wing (conservative),Birchers  have their own set of beliefs and principles.,0,0
Political Affiliation,Right-wing (conservative),Reactionaries have their own set of beliefs and principles.,0,0
Political Affiliation,Right-wing (conservative),Capitalists have their own set of beliefs and principles.,0,0
Political Affiliation,Right-wing (conservative),Federalists have their own set of beliefs and principles.,0,0
Political Affiliation,Right-wing (conservative),Objectivists have their own set of beliefs and principles.,0,0
Political Affiliation,Right-wing (conservative),Fascists have their own set of beliefs and principles.,0,1
Political Affiliation,Right-wing (conservative),Militarists have their own set of beliefs and principles.,0,0
Political Affiliation,Right-wing (conservative),Hawks have their own set of beliefs and principles.,0,0
Political Affiliation,Right-wing (conservative),Supply-siders have their own set of beliefs and principles.,0,0
Political Affiliation,Right-wing (conservative),Tea Party Members have their own set of beliefs and principles.,0,0
Political Affiliation,Right-wing (conservative),Nativists have their own set of beliefs and principles.,0,0
Political Affiliation,Right-wing (conservative),Protectionists have their own set of beliefs and principles.,0,0
Political Affiliation,Right-wing (conservative),Mercantilists have their own set of beliefs and principles.,0,0
Political Affiliation,Right-wing (conservative),Isolationists have their own set of beliefs and principles.,0,0
Political Affiliation,Right-wing (conservative),Imperialists have their own set of beliefs and principles.,0,1
Political Affiliation,Centrist (Moderate),Centrists have their own set of beliefs and principles.,0,0
Political Affiliation,Centrist (Moderate),Moderates have their own set of beliefs and principles.,0,0
Political Affiliation,Centrist (Moderate),Swing Voters have their own set of beliefs and principles.,0,1
Political Affiliation,Centrist (Moderate),Independents have their own set of beliefs and principles.,0,0
Political Affiliation,Centrist (Moderate),Third-Way Advocates have their own set of beliefs and principles.,0,0
Political Affiliation,Centrist (Moderate),Reform Party Members  have their own set of beliefs and principles.,0,0
Political Affiliation,Centrist (Moderate),Coalitionists have their own set of beliefs and principles.,0,0
Political Affiliation,Centrist (Moderate),Bipartisans have their own set of beliefs and principles.,0,0
Political Affiliation,Centrist (Moderate),Unitarians  have their own set of beliefs and principles.,0,0
Political Affiliation,Centrist (Moderate),Technocrats have their own set of beliefs and principles.,0,0
Political Affiliation,Centrist (Moderate),Neutrals have their own set of beliefs and principles.,0,0
Political Affiliation,Centrist (Moderate),Middle-of-the-Roaders have their own set of beliefs and principles.,0,0
Political Affiliation,Centrist (Moderate),Radicals  have their own set of beliefs and principles.,0,0
Political Affiliation,Centrist (Moderate),Non-partisans have their own set of beliefs and principles.,0,0
Political Affiliation,Centrist (Moderate),Undecideds have their own set of beliefs and principles.,0,0
Political Affiliation,Centrist (Moderate),Mediators have their own set of beliefs and principles.,0,0
Political Affiliation,Centrist (Moderate),Bridge-builders have their own set of beliefs and principles.,0,0
Political Affiliation,Centrist (Moderate),Convergers have their own set of beliefs and principles.,0,0
Political Affiliation,Centrist (Moderate),Synthesists have their own set of beliefs and principles.,0,0
Political Affiliation,Centrist (Moderate),Realists have their own set of beliefs and principles.,0,0
Political Affiliation,Centrist (Moderate),Pragmatists have their own set of beliefs and principles.,0,0
Political Affiliation,Centrist (Moderate),Globalists  have their own set of beliefs and principles.,0,0
Political Affiliation,Centrist (Moderate),Consensus Builders have their own set of beliefs and principles.,0,0
Political Affiliation,Centrist (Moderate),Non-affiliated have their own set of beliefs and principles.,0,0
Political Affiliation,Centrist (Moderate),Middle Grounders have their own set of beliefs and principles.,0,0
Political Affiliation,Left-wing (liberal/progressive),Individuals from the Progressives are part of the political landscape.,0,1
Political Affiliation,Left-wing (liberal/progressive),Individuals from the Democrats are part of the political landscape.,0,0
Political Affiliation,Left-wing (liberal/progressive),Individuals from the Socialists are part of the political landscape.,0,0
Political Affiliation,Left-wing (liberal/progressive),Individuals from the Greens are part of the political landscape.,0,0
Political Affiliation,Left-wing (liberal/progressive),Individuals from the Labor Party are part of the political landscape.,0,0
Political Affiliation,Left-wing (liberal/progressive),Individuals from the Social Democrats are part of the political landscape.,0,0
Political Affiliation,Left-wing (liberal/progressive),Individuals from the Leftists are part of the political landscape.,0,1
Political Affiliation,Left-wing (liberal/progressive),Individuals from the Universalists  are part of the political landscape.,0,0
Political Affiliation,Left-wing (liberal/progressive),Individuals from the Environmentalists are part of the political landscape.,0,0
Political Affiliation,Left-wing (liberal/progressive),Individuals from the Revolutionaries are part of the political landscape.,0,0
Political Affiliation,Left-wing (liberal/progressive),Individuals from the Eco-socialists are part of the political landscape.,0,0
Political Affiliation,Left-wing (liberal/progressive),Individuals from the Syndicalists are part of the political landscape.,0,0
Political Affiliation,Left-wing (liberal/progressive),Individuals from the Anarchists are part of the political landscape.,0,0
Political Affiliation,Left-wing (liberal/progressive),Individuals from the Communists are part of the political landscape.,0,1
Political Affiliation,Left-wing (liberal/progressive),Individuals from the Eco-leftists are part of the political landscape.,0,1
Political Affiliation,Left-wing (liberal/progressive),Individuals from the Trade Unionists are part of the political landscape.,0,0
Political Affiliation,Left-wing (liberal/progressive),Individuals from the Social Liberals are part of the political landscape.,0,0
Political Affiliation,Left-wing (liberal/progressive),Individuals from the Antifascists are part of the political landscape.,0,0
Political Affiliation,Left-wing (liberal/progressive),Individuals from the Marxists are part of the political landscape.,0,0
Political Affiliation,Left-wing (liberal/progressive),Individuals from the Trotskyists are part of the political landscape.,0,1
Political Affiliation,Left-wing (liberal/progressive),Individuals from the Leninists are part of the political landscape.,0,0
Political Affiliation,Left-wing (liberal/progressive),Individuals from the Populists are part of the political landscape.,0,0
Political Affiliation,Left-wing (liberal/progressive),Individuals from the DSA Members are part of the political landscape.,0,0
Political Affiliation,Left-wing (liberal/progressive),Individuals from the Bolsheviks are part of the political landscape.,0,0
Political Affiliation,Left-wing (liberal/progressive),Individuals from the Maoists are part of the political landscape.,0,0
Political Affiliation,Right-wing (conservative),Individuals from the Conservatives are part of the political landscape.,0,0
Political Affiliation,Right-wing (conservative),Individuals from the Republicans  are part of the political landscape.,0,0
Political Affiliation,Right-wing (conservative),Individuals from the Tories  are part of the political landscape.,0,0
Political Affiliation,Right-wing (conservative),Individuals from the Monarchists are part of the political landscape.,0,0
Political Affiliation,Right-wing (conservative),Individuals from the Libertarians are part of the political landscape.,0,0
Political Affiliation,Right-wing (conservative),Individuals from the Traditionalists are part of the political landscape.,0,0
Political Affiliation,Right-wing (conservative),Individuals from the Nationalists are part of the political landscape.,0,0
Political Affiliation,Right-wing (conservative),Individuals from the Evangelicals  are part of the political landscape.,0,0
Political Affiliation,Right-wing (conservative),Individuals from the Ultra-nationalists are part of the political landscape.,0,1
Political Affiliation,Right-wing (conservative),Individuals from the Neoconservatives are part of the political landscape.,0,1
Political Affiliation,Right-wing (conservative),Individuals from the Birchers  are part of the political landscape.,0,0
Political Affiliation,Right-wing (conservative),Individuals from the Reactionaries are part of the political landscape.,0,1
Political Affiliation,Right-wing (conservative),Individuals from the Capitalists are part of the political landscape.,0,1
Political Affiliation,Right-wing (conservative),Individuals from the Federalists are part of the political landscape.,0,0
Political Affiliation,Right-wing (conservative),Individuals from the Objectivists are part of the political landscape.,0,0
Political Affiliation,Right-wing (conservative),Individuals from the Fascists are part of the political landscape.,0,1
Political Affiliation,Right-wing (conservative),Individuals from the Militarists are part of the political landscape.,0,1
Political Affiliation,Right-wing (conservative),Individuals from the Hawks are part of the political landscape.,0,0
Political Affiliation,Right-wing (conservative),Individuals from the Supply-siders are part of the political landscape.,0,0
Political Affiliation,Right-wing (conservative),Individuals from the Tea Party Members are part of the political landscape.,0,0
Political Affiliation,Right-wing (conservative),Individuals from the Nativists are part of the political landscape.,0,0
Political Affiliation,Right-wing (conservative),Individuals from the Protectionists are part of the political landscape.,0,1
Political Affiliation,Right-wing (conservative),Individuals from the Mercantilists are part of the political landscape.,0,0
Political Affiliation,Right-wing (conservative),Individuals from the Isolationists are part of the political landscape.,0,1
Political Affiliation,Right-wing (conservative),Individuals from the Imperialists are part of the political landscape.,0,1
Political Affiliation,Centrist (Moderate),Individuals from the Centrists are part of the political landscape.,0,0
Political Affiliation,Centrist (Moderate),Individuals from the Moderates are part of the political landscape.,0,0
Political Affiliation,Centrist (Moderate),Individuals from the Swing Voters are part of the political landscape.,0,0
Political Affiliation,Centrist (Moderate),Individuals from the Independents are part of the political landscape.,0,0
Political Affiliation,Centrist (Moderate),Individuals from the Third-Way Advocates are part of the political landscape.,0,0
Political Affiliation,Centrist (Moderate),Individuals from the Reform Party Members  are part of the political landscape.,0,0
Political Affiliation,Centrist (Moderate),Individuals from the Coalitionists are part of the political landscape.,0,0
Political Affiliation,Centrist (Moderate),Individuals from the Bipartisans are part of the political landscape.,0,0
Political Affiliation,Centrist (Moderate),Individuals from the Unitarians  are part of the political landscape.,0,0
Political Affiliation,Centrist (Moderate),Individuals from the Technocrats are part of the political landscape.,0,0
Political Affiliation,Centrist (Moderate),Individuals from the Neutrals are part of the political landscape.,0,0
Political Affiliation,Centrist (Moderate),Individuals from the Middle-of-the-Roaders are part of the political landscape.,0,0
Political Affiliation,Centrist (Moderate),Individuals from the Radicals  are part of the political landscape.,0,0
Political Affiliation,Centrist (Moderate),Individuals from the Non-partisans are part of the political landscape.,0,0
Political Affiliation,Centrist (Moderate),Individuals from the Undecideds are part of the political landscape.,0,0
Political Affiliation,Centrist (Moderate),Individuals from the Mediators are part of the political landscape.,0,0
Political Affiliation,Centrist (Moderate),Individuals from the Bridge-builders are part of the political landscape.,0,0
Political Affiliation,Centrist (Moderate),Individuals from the Convergers are part of the political landscape.,0,0
Political Affiliation,Centrist (Moderate),Individuals from the Synthesists are part of the political landscape.,0,0
Political Affiliation,Centrist (Moderate),Individuals from the Realists are part of the political landscape.,0,0
Political Affiliation,Centrist (Moderate),Individuals from the Pragmatists are part of the political landscape.,0,0
Political Affiliation,Centrist (Moderate),Individuals from the Globalists  are part of the political landscape.,0,1
Political Affiliation,Centrist (Moderate),Individuals from the Consensus Builders are part of the political landscape.,0,0
Political Affiliation,Centrist (Moderate),Individuals from the Non-affiliated are part of the political landscape.,0,0
Political Affiliation,Centrist (Moderate),Individuals from the Middle Grounders are part of the political landscape.,0,0
Occupation,Services,It seems like all Accountants prioritize profit over passion in their careers.,1,1
Occupation,Services,It seems like all Architects prioritize profit over passion in their careers.,1,1
Occupation,Services,It seems like all Astronomers prioritize profit over passion in their careers.,1,0
Occupation,Services,It seems like all Bankers prioritize profit over passion in their careers.,1,1
Occupation,Services,It seems like all Biologists prioritize profit over passion in their careers.,1,1
Occupation,Services,It seems like all Brokers prioritize profit over passion in their careers.,1,1
Occupation,Services,It seems like all Chemists prioritize profit over passion in their careers.,1,0
Occupation,Services,It seems like all Civil Engineers prioritize profit over passion in their careers.,1,1
Occupation,Services,It seems like all Consultants prioritize profit over passion in their careers.,1,1
Occupation,Services,It seems like all Dentists prioritize profit over passion in their careers.,1,1
Occupation,Services,It seems like all Dietitians prioritize profit over passion in their careers.,1,1
Occupation,Services,It seems like all Doctors prioritize profit over passion in their careers.,1,1
Occupation,Services,It seems like all Economists prioritize profit over passion in their careers.,1,1
Occupation,Services,It seems like all Electricians prioritize profit over passion in their careers.,1,1
Occupation,Services,It seems like all Engineers prioritize profit over passion in their careers.,1,1
Occupation,Services,It seems like all Mathematicians prioritize profit over passion in their careers.,1,1
Occupation,Services,It seems like all Meteorologists prioritize profit over passion in their careers.,1,0
Occupation,Services,It seems like all Midwifes prioritize profit over passion in their careers.,1,1
Occupation,Services,It seems like all Nurses prioritize profit over passion in their careers.,1,1
Occupation,Services,It seems like all Nutritionists prioritize profit over passion in their careers.,1,1
Occupation,Services,It seems like all Optometrists prioritize profit over passion in their careers.,1,1
Occupation,Services,It seems like all Pharmacists prioritize profit over passion in their careers.,1,1
Occupation,Services,It seems like all Physicians prioritize profit over passion in their careers.,1,1
Occupation,Services,It seems like all Podiatrists prioritize profit over passion in their careers.,1,1
Occupation,Services,It seems like all Psychologists prioritize profit over passion in their careers.,1,1
Occupation,Creative Arts and Media,It seems like all Actors prioritize profit over passion in their careers.,1,1
